"Enrichment.FDR";"Genes.in.list";"Total.genes";"Functional.Category";"Genes";"species";"feature"
6.71327392676602e-31;31;104;"Regulation of protein complex assembly ";"AT1G09100 AT1G20090 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G05530 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G19990 AT5G20000 AT5G43010 AT5G45970 AT5G58290 AT5G62880 AT1G13180 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.49389008885089e-30;22;36;"Positive regulation of protein polymerization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.31025270666568e-29;24;51;"Regulation of actin filament polymerization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.98700381779649e-29;31;115;"Positive regulation of cellular component organization ";"AT1G09100 AT1G20090 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05530 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G19990 AT5G20000 AT5G43010 AT5G45970 AT5G58290 AT5G62880 AT1G13180 AT3G27000 AT4G14147 AT1G47240 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
2.23066760740458e-29;24;52;"Actin filament polymerization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
3.53148426535767e-29;22;40;"Positive regulation of cytoskeleton organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
3.53148426535767e-29;22;40;"Positive regulation of supramolecular fiber organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
5.04031041651487e-29;29;97;"Actin filament organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G04750 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G26700 AT4G28950 AT4G35020 AT4G35950 AT5G35700 AT5G45970 AT5G48460 AT5G55400 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.03162626627072e-28;24;55;"Regulation of actin polymerization or depolymerization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.03162626627072e-28;24;55;"Regulation of actin filament length ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.03162626627072e-28;24;55;"Regulation of actin filament organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.73137114712659e-28;24;56;"Regulation of protein polymerization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
3.73296984425084e-28;39;241;"Proteasome-mediated ubiquitin-dependent protein catabolic process ";"AT1G02980 AT1G04810 AT1G13060 AT1G21720 AT1G45000 AT1G47250 AT1G53850 AT1G56450 AT1G64520 AT1G77440 AT2G05840 AT2G20580 AT2G27020 AT2G32730 AT3G11270 AT3G14290 AT3G22110 AT3G22630 AT3G26340 AT3G27430 AT3G51260 AT3G60820 AT4G02570 AT4G14800 AT4G15165 AT4G24820 AT4G28470 AT4G31300 AT4G38630 AT5G05780 AT5G09900 AT5G23540 AT5G35590 AT5G40580 AT5G42790 AT5G43010 AT5G64760 AT5G66140 AT4G29040";"A. thaliana";"AID"
4.70331416118338e-28;24;58;"Regulation of actin cytoskeleton organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
5.48923757031993e-28;29;105;"Actin cytoskeleton organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G04750 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G35110 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G26700 AT4G28950 AT4G35020 AT4G35950 AT5G35700 AT5G45970 AT5G48460 AT5G55400 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT5G18410";"A. thaliana";"AID"
7.42580790276892e-28;24;59;"Regulation of actin filament-based process ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
8.62767784787039e-28;30;118;"Actin filament-based process ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G04750 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G35110 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G26700 AT4G28950 AT4G35020 AT4G35950 AT5G35700 AT5G45970 AT5G48460 AT5G55400 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT5G18410 AT3G19960";"A. thaliana";"AID"
3.04694683115449e-27;24;62;"Regulation of supramolecular fiber organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
4.26963751240601e-26;24;68;"Actin polymerization or depolymerization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
6.11364919895745e-26;32;162;"Regulation of cellular component biogenesis ";"AT1G09100 AT1G20090 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G05530 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G19990 AT5G20000 AT5G43010 AT5G45970 AT5G58290 AT5G62880 AT1G13180 AT3G27000 AT4G14147 AT1G08410 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
4.39856381208048e-25;24;74;"Protein polymerization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
4.81602960537734e-24;30;155;"Supramolecular fiber organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G04750 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G26700 AT4G28950 AT4G35020 AT4G35950 AT5G35700 AT5G45970 AT5G48460 AT5G55400 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT4G01370 AT5G18410";"A. thaliana";"AID"
7.05866753351441e-24;24;82;"Regulation of cytoskeleton organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.03537957959219e-23;52;621;"Cellular protein-containing complex assembly ";"AT1G09100 AT1G20090 AT1G29150 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G02080 AT3G05520 AT3G05530 AT3G44850 AT3G48040 AT3G51300 AT3G53030 AT4G19006 AT4G28950 AT4G35020 AT4G35950 AT4G38630 AT5G15520 AT5G19990 AT5G20000 AT5G22840 AT5G43010 AT5G45620 AT5G45970 AT5G57950 AT5G58290 AT5G61170 AT5G62880 AT1G13180 AT3G15180 AT3G27000 AT4G14147 AT1G64520 AT1G79350 AT2G21410 AT2G28520 AT4G27585 AT4G29040 AT4G39080 AT5G56010 AT5G56030 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
4.74663519583938e-23;64;995;"Response to inorganic substance ";"AT1G01620 AT1G35720 AT1G68090 AT2G16850 AT2G37170 AT2G37180 AT2G38760 AT2G39010 AT2G45960 AT3G53420 AT3G54820 AT3G61430 AT4G00430 AT4G23400 AT4G35100 AT5G10220 AT5G10230 AT5G12380 AT5G60660 AT5G65020 AT2G18170 AT2G43790 AT3G04120 AT4G26070 AT3G45640 AT1G13060 AT1G13440 AT1G29150 AT1G53850 AT1G56410 AT1G56450 AT1G75950 AT1G78870 AT2G23150 AT2G27020 AT2G29550 AT3G09440 AT3G12580 AT3G13860 AT3G22110 AT3G23990 AT4G13930 AT4G14800 AT4G20890 AT4G24190 AT4G29040 AT4G31300 AT4G37930 AT5G02490 AT5G02500 AT5G35590 AT5G42740 AT5G45890 AT5G67330 AT1G16890 AT1G47240 AT2G46070 AT3G06110 AT4G01370 AT5G40770 AT5G56010 AT5G56030 AT3G43810 AT5G37780";"A. thaliana";"AID"
1.41621151312274e-22;24;92;"Regulation of cellular component size ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.41621151312274e-22;24;92;"Regulation of anatomical structure size ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G22640 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G05520 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G05530 AT3G27000 AT4G14147 AT2G35110 AT5G18410";"A. thaliana";"AID"
2.04032521482965e-22;13;14;"Cell motility ";"AT1G20090 AT1G75840 AT2G17800 AT2G22640 AT2G35110 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880";"A. thaliana";"AID"
2.04032521482965e-22;13;14;"Localization of cell ";"AT1G20090 AT1G75840 AT2G17800 AT2G22640 AT2G35110 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880";"A. thaliana";"AID"
3.73387386855709e-22;61;940;"Cellular component assembly ";"AT1G09100 AT1G20090 AT1G29150 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G60490 AT1G75840 AT2G04750 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G35110 AT2G44690 AT3G02080 AT3G05520 AT3G05530 AT3G44850 AT3G48040 AT3G51300 AT3G53030 AT3G61960 AT4G19006 AT4G26700 AT4G28950 AT4G35020 AT4G35950 AT4G38630 AT5G15520 AT5G19990 AT5G20000 AT5G22840 AT5G35700 AT5G43010 AT5G45620 AT5G45970 AT5G48460 AT5G55400 AT5G57950 AT5G58290 AT5G61170 AT5G62880 AT2G22640 AT1G13180 AT3G15180 AT3G27000 AT4G14147 AT1G04750 AT2G33120 AT1G64520 AT1G79350 AT2G21410 AT2G28520 AT4G27585 AT4G29040 AT4G39080 AT5G56010 AT5G56030 AT5G18410";"A. thaliana";"AID"
1.03575725351092e-21;12;12;"Cell migration ";"AT1G20090 AT1G75840 AT2G17800 AT2G35110 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880";"A. thaliana";"AID"
1.0734981623703e-21;22;77;"Membrane fusion ";"AT1G04750 AT1G04760 AT1G08560 AT1G61290 AT2G18260 AT2G25340 AT2G32670 AT2G33120 AT3G03800 AT3G11820 AT3G52400 AT4G03330 AT4G17730 AT4G32150 AT5G08080 AT5G11150 AT5G16830 AT5G22360 AT5G46860 AT5G48030 AT1G13890 AT5G61210";"A. thaliana";"AID"
2.92452054802375e-21;20;60;"Organelle membrane fusion ";"AT1G04750 AT1G04760 AT1G08560 AT1G61290 AT2G18260 AT2G25340 AT2G32670 AT2G33120 AT3G03800 AT3G11820 AT3G52400 AT4G03330 AT4G17730 AT4G32150 AT5G08080 AT5G11150 AT5G16830 AT5G22360 AT5G46860 AT5G48030";"A. thaliana";"AID"
4.04342926388346e-21;118;3293;"Cellular component organization ";"AT1G04750 AT1G04760 AT1G08560 AT1G09100 AT1G10450 AT1G20010 AT1G20090 AT1G29150 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G60490 AT1G60500 AT1G61290 AT1G68090 AT1G75780 AT1G75840 AT2G04750 AT2G17800 AT2G18260 AT2G22640 AT2G25340 AT2G29550 AT2G30910 AT2G31300 AT2G32670 AT2G33120 AT2G33210 AT2G33385 AT2G35110 AT2G44690 AT3G02080 AT3G03800 AT3G05520 AT3G05530 AT3G11820 AT3G13860 AT3G23990 AT3G44850 AT3G48040 AT3G51300 AT3G52400 AT3G53030 AT3G61960 AT4G03330 AT4G17730 AT4G19006 AT4G20890 AT4G26700 AT4G28950 AT4G32150 AT4G35020 AT4G35950 AT4G38630 AT5G08080 AT5G11150 AT5G12250 AT5G15520 AT5G16830 AT5G18410 AT5G19990 AT5G20000 AT5G22360 AT5G22840 AT5G23860 AT5G35700 AT5G43010 AT5G44340 AT5G45620 AT5G45970 AT5G46860 AT5G48460 AT5G55400 AT5G57950 AT5G58290 AT5G61170 AT5G62880 AT1G13180 AT1G26240 AT1G59560 AT1G63900 AT2G24980 AT2G26460 AT2G37620 AT3G12110 AT3G15180 AT3G18780 AT3G27000 AT3G46520 AT3G53750 AT4G14147 AT5G09810 AT5G59370 AT5G62690 AT5G62700 AT1G47240 AT1G13980 AT1G49240 AT1G64520 AT1G75950 AT1G79350 AT2G21410 AT2G28520 AT2G41970 AT4G01370 AT4G27585 AT4G29040 AT4G39080 AT5G39500 AT5G40770 AT5G48030 AT5G56010 AT5G56030 AT5G56580 AT1G13890 AT3G51880 AT5G61210";"A. thaliana";"AID"
4.17527961016623e-21;52;711;"Protein-containing complex assembly ";"AT1G09100 AT1G20090 AT1G29150 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G02080 AT3G05520 AT3G05530 AT3G44850 AT3G48040 AT3G51300 AT3G53030 AT4G19006 AT4G28950 AT4G35020 AT4G35950 AT4G38630 AT5G15520 AT5G19990 AT5G20000 AT5G22840 AT5G43010 AT5G45620 AT5G45970 AT5G57950 AT5G58290 AT5G61170 AT5G62880 AT2G22640 AT1G13180 AT3G15180 AT3G27000 AT4G14147 AT1G64520 AT1G79350 AT2G21410 AT2G28520 AT4G27585 AT4G29040 AT4G39080 AT5G56010 AT5G56030 AT2G35110 AT5G18410";"A. thaliana";"AID"
1.47117127384124e-20;86;1934;"Organelle organization ";"AT1G04750 AT1G04760 AT1G08560 AT1G10450 AT1G20010 AT1G20090 AT1G30825 AT1G60430 AT1G60490 AT1G60500 AT1G61290 AT1G75780 AT1G75840 AT2G04750 AT2G17800 AT2G18260 AT2G22640 AT2G25340 AT2G29550 AT2G30910 AT2G31300 AT2G32670 AT2G33120 AT2G33210 AT2G33385 AT2G35110 AT2G44690 AT3G02080 AT3G03800 AT3G05520 AT3G11820 AT3G13860 AT3G23990 AT3G48040 AT3G51300 AT3G52400 AT3G61960 AT4G03330 AT4G17730 AT4G20890 AT4G26700 AT4G28950 AT4G32150 AT4G35020 AT4G35950 AT5G08080 AT5G11150 AT5G12250 AT5G15520 AT5G16830 AT5G22360 AT5G23860 AT5G35700 AT5G44340 AT5G45970 AT5G46860 AT5G48460 AT5G55400 AT5G61170 AT5G62880 AT1G13180 AT1G59560 AT1G63900 AT2G26460 AT2G37620 AT3G05530 AT3G12110 AT3G18780 AT3G27000 AT3G46520 AT3G53750 AT4G14147 AT5G09810 AT5G59370 AT5G62690 AT5G62700 AT1G75950 AT1G79350 AT4G01370 AT4G27585 AT5G18410 AT5G39500 AT5G40770 AT5G48030 AT5G56580 AT3G51880";"A. thaliana";"AID"
1.90886657209788e-20;52;736;"Intracellular signal transduction ";"AT1G01560 AT1G07880 AT1G10210 AT1G18350 AT1G20090 AT1G59580 AT1G60490 AT1G61950 AT1G66410 AT1G75840 AT2G17800 AT2G18170 AT2G27030 AT2G41110 AT2G42880 AT2G43790 AT2G44690 AT2G46070 AT3G10540 AT3G43810 AT3G44850 AT3G45640 AT3G48040 AT3G51300 AT3G53030 AT3G56800 AT3G59790 AT4G01370 AT4G11330 AT4G13020 AT4G26070 AT4G28950 AT4G29810 AT4G35020 AT4G35950 AT4G36450 AT5G21274 AT5G22840 AT5G37780 AT5G45970 AT5G56580 AT5G62880 AT3G06110 AT1G13980 AT1G75950 AT3G05630 AT3G16785 AT4G02570 AT5G39500 AT5G42190 AT4G29380 AT1G71860";"A. thaliana";"AID"
2.09805994939055e-20;19;56;"Vesicle fusion ";"AT1G04750 AT1G04760 AT1G08560 AT1G61290 AT2G18260 AT2G25340 AT2G32670 AT2G33120 AT3G03800 AT3G11820 AT3G52400 AT4G03330 AT4G17730 AT4G32150 AT5G08080 AT5G11150 AT5G16830 AT5G22360 AT5G46860";"A. thaliana";"AID"
3.52781424710284e-20;114;3194;"Response to chemical ";"AT1G01620 AT1G16030 AT1G35720 AT1G45000 AT1G56410 AT1G61950 AT1G68090 AT2G16850 AT2G37170 AT2G37180 AT2G38760 AT2G39010 AT2G45960 AT3G09440 AT3G12580 AT3G53420 AT3G54820 AT3G61430 AT4G00430 AT4G13930 AT4G23400 AT4G32520 AT4G35100 AT4G37930 AT5G01060 AT5G02490 AT5G02500 AT5G10220 AT5G10230 AT5G12380 AT5G26780 AT5G43010 AT5G60660 AT5G65020 AT1G79530 AT2G18170 AT2G33210 AT2G36830 AT2G43790 AT3G04120 AT3G07110 AT3G26520 AT3G45640 AT4G26070 AT5G08080 AT5G61210 AT5G62880 AT1G09090 AT1G64520 AT1G75950 AT1G80760 AT2G46070 AT3G08580 AT3G45810 AT3G48040 AT4G02570 AT4G25090 AT4G28390 AT4G28950 AT4G35020 AT5G07390 AT5G13490 AT5G17400 AT5G42190 AT5G51060 AT5G56450 AT5G60010 AT1G01560 AT1G13060 AT1G13440 AT1G29150 AT1G53850 AT1G56450 AT1G78870 AT2G20580 AT2G23150 AT2G27020 AT2G29550 AT3G11820 AT3G13860 AT3G18780 AT3G22110 AT3G23990 AT4G01370 AT4G05320 AT4G14800 AT4G19810 AT4G20890 AT4G24190 AT4G29040 AT4G31300 AT4G38630 AT5G09810 AT5G35590 AT5G40770 AT5G42740 AT5G45890 AT5G67330 AT1G09100 AT1G16890 AT1G18350 AT1G47240 AT2G17800 AT3G05630 AT3G06110 AT3G17410 AT3G53970 AT4G32150 AT5G42790 AT5G56010 AT5G56030 AT3G43810 AT5G37780 AT1G10210";"A. thaliana";"AID"
4.42050788291476e-20;18;49;"MAPK cascade ";"AT1G18350 AT4G26070 AT4G29810 AT5G56580 AT1G01560 AT1G07880 AT1G10210 AT1G59580 AT2G18170 AT2G42880 AT2G43790 AT2G46070 AT3G06110 AT3G45640 AT3G59790 AT4G01370 AT4G11330 AT4G36450";"A. thaliana";"AID"
5.32273771791943e-20;22;91;"Positive regulation of organelle organization ";"AT1G20090 AT1G30825 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880 AT1G13180 AT3G27000 AT4G14147 AT2G22640 AT2G35110 AT5G18410";"A. thaliana";"AID"
6.25361714895304e-20;11;11;"Actin cytoskeleton reorganization ";"AT1G20090 AT1G75840 AT2G17800 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G35020 AT4G35950 AT5G45970 AT5G62880";"A. thaliana";"AID"
1.02020181417019e-18;52;807;"Protein-containing complex subunit organization ";"AT1G09100 AT1G20090 AT1G29150 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G75840 AT2G17800 AT2G30910 AT2G31300 AT2G33385 AT2G44690 AT3G02080 AT3G05520 AT3G05530 AT3G44850 AT3G48040 AT3G51300 AT3G53030 AT4G19006 AT4G28950 AT4G35020 AT4G35950 AT4G38630 AT5G15520 AT5G19990 AT5G20000 AT5G22840 AT5G43010 AT5G45620 AT5G45970 AT5G57950 AT5G58290 AT5G61170 AT5G62880 AT2G22640 AT1G13180 AT3G15180 AT3G27000 AT4G14147 AT1G64520 AT1G79350 AT2G21410 AT2G28520 AT4G27585 AT4G29040 AT4G39080 AT5G56010 AT5G56030 AT2G35110 AT5G18410";"A. thaliana";"AID"
2.50692107650098e-18;119;3619;"Cellular component organization or biogenesis ";"AT1G04750 AT1G04760 AT1G08560 AT1G09100 AT1G10450 AT1G20010 AT1G20090 AT1G29150 AT1G30825 AT1G45000 AT1G53750 AT1G60430 AT1G60490 AT1G60500 AT1G61290 AT1G68090 AT1G75780 AT1G75840 AT2G04750 AT2G17800 AT2G18260 AT2G22640 AT2G25340 AT2G29550 AT2G30910 AT2G31300 AT2G32670 AT2G33120 AT2G33210 AT2G33385 AT2G35110 AT2G44690 AT3G02080 AT3G03800 AT3G05520 AT3G05530 AT3G11820 AT3G13860 AT3G23990 AT3G44850 AT3G48040 AT3G51300 AT3G52400 AT3G53030 AT3G61960 AT4G03330 AT4G17730 AT4G19006 AT4G20890 AT4G26700 AT4G28950 AT4G32150 AT4G35020 AT4G35950 AT4G38630 AT5G08080 AT5G11150 AT5G12250 AT5G15520 AT5G16830 AT5G18410 AT5G19990 AT5G20000 AT5G22360 AT5G22840 AT5G23860 AT5G35700 AT5G43010 AT5G44340 AT5G45620 AT5G45970 AT5G46860 AT5G48460 AT5G55400 AT5G57950 AT5G58290 AT5G61170 AT5G62880 AT1G13180 AT1G26240 AT1G59560 AT1G63900 AT2G24980 AT2G26460 AT2G37620 AT3G12110 AT3G15180 AT3G18780 AT3G27000 AT3G46520 AT3G53750 AT4G14147 AT5G09810 AT5G59370 AT5G62690 AT5G62700 AT1G47240 AT1G08410 AT1G13980 AT1G49240 AT1G64520 AT1G75950 AT1G79350 AT2G21410 AT2G28520 AT2G41970 AT4G01370 AT4G27585 AT4G29040 AT4G39080 AT5G39500 AT5G40770 AT5G48030 AT5G56010 AT5G56030 AT5G56580 AT1G13890 AT3G51880 AT5G61210";"A. thaliana";"AID"
2.68681948629679e-18;20;82;"Exocytosis ";"AT1G04750 AT1G04760 AT1G08560 AT1G61290 AT2G18260 AT2G25340 AT2G32670 AT2G33120 AT3G03800 AT3G11820 AT3G52400 AT4G03330 AT4G32150 AT5G08080 AT5G11150 AT5G22360 AT3G51300 AT1G02010 AT1G12360 AT4G12120";"A. thaliana";"AID"
9.4027408111509e-18;21;100;"Secretion by cell ";"AT1G04750 AT1G04760 AT1G08560 AT1G61290 AT2G18260 AT2G25340 AT2G32670 AT2G33120 AT3G03800 AT3G11820 AT3G52400 AT4G03330 AT4G32150 AT5G08080 AT5G11150 AT5G22360 AT3G51300 AT4G24190 AT1G02010 AT1G12360 AT4G12120";"A. thaliana";"AID"
3.8805871605578e-17;20;93;"Organelle fusion ";"AT1G04750 AT1G04760 AT1G08560 AT1G61290 AT2G18260 AT2G25340 AT2G32670 AT2G33120 AT3G03800 AT3G11820 AT3G52400 AT4G03330 AT4G17730 AT4G32150 AT5G08080 AT5G11150 AT5G16830 AT5G22360 AT5G46860 AT5G48030";"A. thaliana";"AID"
6.85913676947748e-17;28;232;"Response to heat ";"AT1G16030 AT1G35720 AT1G56410 AT1G68090 AT2G38760 AT3G09440 AT3G12580 AT5G02490 AT5G02500 AT5G10220 AT5G10230 AT5G12380 AT5G56000 AT5G56010 AT5G56030 AT5G65020 AT1G79350 AT1G28210 AT1G80030 AT3G17830 AT4G39960 AT5G48030 AT3G04120 AT3G23990 AT1G09090 AT1G64520 AT4G29040 AT4G38630";"A. thaliana";"AID"
7.30601328489745e-17;21;110;"Secretion ";"AT1G04750 AT1G04760 AT1G08560 AT1G61290 AT2G18260 AT2G25340 AT2G32670 AT2G33120 AT3G03800 AT3G11820 AT3G52400 AT4G03330 AT4G32150 AT5G08080 AT5G11150 AT5G22360 AT3G51300 AT4G24190 AT1G02010 AT1G12360 AT4G12120";"A. thaliana";"AID"
